sim,sample_size,sensitivity,specificity,misrate,p,p_min,p_max,overall_or,or_t,theta0,theta1_true,theta1,virus
10000,107,0.975,0.975,0.21,0.0849,0.0794360023557778,0.0903639976442222,0.900916907606183,0.8375,0.373831775700935,0.333333333333334,0.349746105919004,CMV
10000,107,0.975,0.975,0.22,0.0804,0.0750697216795187,0.0857302783204813,0.902441900598251,0.8375,0.373831775700935,0.333333333333334,0.350130841121496,CMV
10000,107,0.975,0.975,0.23,0.0853,0.0798243429995585,0.0907756570004416,0.903968700311054,0.8375,0.373831775700935,0.333333333333334,0.350515576323988,CMV
10000,107,0.975,0.975,0.24,0.0842,0.0787564934982778,0.0896435065017222,0.905497309957238,0.8375,0.373831775700935,0.333333333333334,0.35090031152648,CMV
10000,107,0.975,0.975,0.25,0.0848,0.0793389228434681,0.0902610771565319,0.907027732757068,0.8375,0.373831775700935,0.333333333333334,0.351285046728972,CMV
10000,107,0.975,0.975,0.26,0.086,0.0805040255621796,0.0914959744378204,0.908559971938457,0.8375,0.373831775700935,0.333333333333334,0.351669781931465,CMV
10000,107,0.975,0.975,0.27,0.0823,0.076912681349206,0.087687318650794,0.910094030736981,0.8375,0.373831775700935,0.333333333333334,0.352054517133957,CMV
10000,107,0.975,0.975,0.28,0.0804,0.0750697216795187,0.0857302783204813,0.911629912395907,0.8375,0.373831775700935,0.333333333333334,0.352439252336449,CMV
10000,107,0.975,0.975,0.29,0.0788,0.0735184371279742,0.0840815628720258,0.913167620166215,0.8375,0.373831775700935,0.333333333333334,0.352823987538941,CMV
10000,107,0.975,0.975,0.3,0.0796,0.0742940003194529,0.0849059996805472,0.914707157306618,0.8375,0.373831775700935,0.333333333333334,0.353208722741433,CMV
10000,107,0.975,0.975,0.31,0.0788,0.0735184371279742,0.0840815628720258,0.916248527083589,0.8375,0.373831775700935,0.333333333333334,0.353593457943926,CMV
10000,107,0.975,0.975,0.32,0.074,0.0688685070823613,0.0791314929176387,0.917791732771383,0.8375,0.373831775700935,0.333333333333334,0.353978193146418,CMV
10000,107,0.975,0.975,0.33,0.0807,0.0753606575265572,0.0860393424734428,0.919336777652057,0.8375,0.373831775700935,0.333333333333334,0.35436292834891,CMV
10000,107,0.975,0.975,0.34,0.0801,0.0747788077718469,0.0854211922281531,0.920883665015498,0.8375,0.373831775700935,0.333333333333334,0.354747663551402,CMV
10000,107,0.975,0.975,0.35,0.0748,0.0696430729060366,0.0799569270939634,0.922432398159442,0.8375,0.373831775700935,0.333333333333334,0.355132398753895,CMV
10000,107,0.975,0.975,0.36,0.0719,0.0668361105949009,0.0769638894050991,0.923982980389503,0.8375,0.373831775700935,0.333333333333334,0.355517133956387,CMV
10000,107,0.975,0.975,0.37,0.0744,0.0692557682991056,0.0795442317008944,0.925535415019189,0.8375,0.373831775700935,0.333333333333334,0.355901869158879,CMV
10000,107,0.975,0.975,0.38,0.0754,0.0702241104749032,0.0805758895250968,0.927089705369933,0.8375,0.373831775700935,0.333333333333334,0.356286604361371,CMV
10000,107,0.975,0.975,0.39,0.0698,0.0648049681758423,0.0747950318241577,0.928645854771111,0.8375,0.373831775700935,0.333333333333334,0.356671339563863,CMV
10000,107,0.975,0.975,0.4,0.0671,0.0621954271776697,0.0720045728223303,0.93020386656007,0.8375,0.373831775700935,0.333333333333334,0.357056074766356,CMV
10000,107,0.975,0.975,0.41,0.0708,0.0657720192065524,0.0758279807934476,0.931763744082148,0.8375,0.373831775700935,0.333333333333334,0.357440809968848,CMV
10000,107,0.975,0.975,0.42,0.0669,0.0620022170590682,0.0717977829409319,0.933325490690702,0.8375,0.373831775700935,0.333333333333334,0.35782554517134,CMV
10000,107,0.975,0.975,0.43,0.0691,0.0641282083631875,0.0740717916368125,0.93488910974713,0.8375,0.373831775700935,0.333333333333334,0.358210280373832,CMV
10000,107,0.975,0.975,0.44,0.0622,0.0574655156296822,0.0669344843703178,0.936454604620892,0.8375,0.373831775700935,0.333333333333334,0.358595015576324,CMV
10000,107,0.975,0.975,0.45,0.0696,0.0646115933294484,0.0745884066705516,0.93802197868954,0.8375,0.373831775700935,0.333333333333334,0.358979750778817,CMV
10000,107,0.975,0.975,0.46,0.067,0.0620988205505424,0.0719011794494576,0.939591235338741,0.8375,0.373831775700935,0.333333333333334,0.359364485981309,CMV
10000,107,0.975,0.975,0.47,0.0658,0.0609397874904396,0.0706602125095604,0.941162377962296,0.8375,0.373831775700935,0.333333333333334,0.359749221183801,CMV
10000,107,0.975,0.975,0.48,0.0666,0.061712425463965,0.071487574536035,0.942735409962171,0.8375,0.373831775700935,0.333333333333334,0.360133956386293,CMV
10000,107,0.975,0.975,0.49,0.0645,0.0596846913028063,0.0693153086971937,0.944310334748518,0.8375,0.373831775700935,0.333333333333334,0.360518691588785,CMV
10000,107,0.975,0.975,0.5,0.0648,0.0599742798537537,0.0696257201462463,0.945887155739702,0.8375,0.373831775700935,0.333333333333334,0.360903426791278,CMV
10000,107,0.975,0.975,0.51,0.0665,0.061615834580626,0.071384165419374,0.947465876362324,0.8375,0.373831775700935,0.333333333333334,0.36128816199377,CMV
10000,107,0.975,0.975,0.52,0.0663,0.0614226623262078,0.0711773376737922,0.949046500051244,0.8375,0.373831775700935,0.333333333333334,0.361672897196262,CMV
