sim,sample_size,sensitivity,specificity,misrate,p,p_min,p_max,overall_or,or_t,theta0,theta1_true,theta1,snp
10000,402,1,1,0.39,0.4507,0.440946264839563,0.460453735160437,1.29431219783435,1.53899186256781,0.557213930348259,0.65948275862069,0.619597915594442,CTLA4
10000,402,1,1,0.4,0.4446,0.434858854113636,0.454341145886365,1.28871122482254,1.53899186256781,0.557213930348259,0.65948275862069,0.618575227311717,CTLA4
10000,402,1,1,0.41,0.4424,0.43266375884461,0.45213624115539,1.28314020651068,1.53899186256781,0.557213930348259,0.65948275862069,0.617552539028993,CTLA4
10000,402,1,1,0.42,0.4294,0.419696703898029,0.439103296101971,1.27759890323746,1.53899186256781,0.557213930348259,0.65948275862069,0.616529850746269,CTLA4
10000,402,1,1,0.43,0.4187,0.409028941227847,0.428371058772153,1.2720870778914,1.53899186256781,0.557213930348259,0.65948275862069,0.615507162463544,CTLA4
10000,402,1,1,0.44,0.4064,0.396771776202803,0.416028223797197,1.26660449587704,1.53899186256781,0.557213930348259,0.65948275862069,0.61448447418082,CTLA4
10000,402,1,1,0.45,0.3929,0.383325998052803,0.402474001947198,1.26115092508164,1.53899186256781,0.557213930348259,0.65948275862069,0.613461785898096,CTLA4
10000,402,1,1,0.46,0.3786,0.369091799965046,0.388108200034954,1.25572613584247,1.53899186256781,0.557213930348259,0.65948275862069,0.612439097615372,CTLA4
10000,402,1,1,0.47,0.3668,0.357352704555463,0.376247295444537,1.25032990091452,1.53899186256781,0.557213930348259,0.65948275862069,0.611416409332647,CTLA4
10000,402,1,1,0.48,0.351,0.341643826057555,0.360356173942445,1.24496199543879,1.53899186256781,0.557213930348259,0.65948275862069,0.610393721049923,CTLA4
10000,402,1,1,0.49,0.3472,0.337867407314607,0.356532592685393,1.23962219691105,1.53899186256781,0.557213930348259,0.65948275862069,0.609371032767199,CTLA4
10000,402,1,1,0.5,0.3369,0.32763463782722,0.34616536217278,1.2343102851511,1.53899186256781,0.557213930348259,0.65948275862069,0.608348344484474,CTLA4
10000,402,1,1,0.51,0.3196,0.310458700914942,0.328741299085058,1.22902604227251,1.53899186256781,0.557213930348259,0.65948275862069,0.60732565620175,CTLA4
10000,402,1,1,0.52,0.3045,0.295478794079017,0.313521205920983,1.22376925265282,1.53899186256781,0.557213930348259,0.65948275862069,0.606302967919026,CTLA4
10000,402,1,1,0.53,0.3034,0.294387985041357,0.312412014958643,1.21853970290422,1.53899186256781,0.557213930348259,0.65948275862069,0.605280279636301,CTLA4
10000,402,1,1,0.54,0.2865,0.277636980955312,0.295363019044688,1.21333718184466,1.53899186256781,0.557213930348259,0.65948275862069,0.604257591353577,CTLA4
10000,402,1,1,0.55,0.2816,0.272782979151872,0.290417020848129,1.20816148046943,1.53899186256781,0.557213930348259,0.65948275862069,0.603234903070853,CTLA4
10000,402,1,1,0.56,0.2776,0.268821486523725,0.286378513476275,1.2030123919232,1.53899186256781,0.557213930348259,0.65948275862069,0.602212214788128,CTLA4
10000,402,1,1,0.57,0.253,0.244477972287636,0.261522027712364,1.19788971147241,1.53899186256781,0.557213930348259,0.65948275862069,0.601189526505404,CTLA4
10000,402,1,1,0.58,0.2481,0.239633268155088,0.256566731844912,1.19279323647816,1.53899186256781,0.557213930348259,0.65948275862069,0.60016683822268,CTLA4
10000,402,1,1,0.59,0.2372,0.22886155506436,0.24553844493564,1.1877227663695,1.53899186256781,0.557213930348259,0.65948275862069,0.599144149939956,CTLA4
10000,402,1,1,0.6,0.2422,0.233801789605684,0.250598210394316,1.18267810261711,1.53899186256781,0.557213930348259,0.65948275862069,0.598121461657231,CTLA4
10000,402,1,1,0.61,0.2206,0.212471594979556,0.228728405020444,1.17765904870738,1.53899186256781,0.557213930348259,0.65948275862069,0.597098773374507,CTLA4
10000,402,1,1,0.62,0.2088,0.200832340482257,0.216767659517743,1.17266541011688,1.53899186256781,0.557213930348259,0.65948275862069,0.596076085091783,CTLA4
10000,402,1,1,0.63,0.2064,0.198466258305408,0.214333741694592,1.16769699428729,1.53899186256781,0.557213930348259,0.65948275862069,0.595053396809058,CTLA4
10000,402,1,1,0.64,0.1894,0.181719037095604,0.197080962904396,1.16275361060057,1.53899186256781,0.557213930348259,0.65948275862069,0.594030708526334,CTLA4
10000,402,1,1,0.65,0.1861,0.178470763261695,0.193729236738305,1.15783507035463,1.53899186256781,0.557213930348259,0.65948275862069,0.59300802024361,CTLA4
10000,402,1,1,0.66,0.1809,0.173354115959071,0.188445884040929,1.1529411867393,1.53899186256781,0.557213930348259,0.65948275862069,0.591985331960885,CTLA4
10000,402,1,1,0.67,0.168,0.160671101878458,0.175328898121542,1.1480717748127,1.53899186256781,0.557213930348259,0.65948275862069,0.590962643678161,CTLA4
