sim,sample_size,sensitivity,specificity,misrate,p_chisq,p_fisher,overall_or,or_t,theta0,theta1_true,theta1
10000,100,1,1,0.31,0.4516,0.4703,2.29943502824859,3,0.1,0.25,0.2035
10000,100,1,1,0.32,0.4396,0.4579,2.2781954887218,3,0.1,0.25,0.202
10000,100,1,1,0.33,0.4237,0.4439,2.25703564727955,3,0.1,0.25,0.2005
10000,100,1,1,0.34,0.4139,0.4327,2.23595505617977,3,0.1,0.25,0.199
10000,100,1,1,0.35,0.4154,0.4362,2.21495327102804,3,0.1,0.25,0.1975
10000,100,1,1,0.36,0.3909,0.4091,2.19402985074627,3,0.1,0.25,0.196
10000,100,1,1,0.37,0.3831,0.4019,2.1731843575419,3,0.1,0.25,0.1945
10000,100,1,1,0.38,0.3725,0.393,2.15241635687732,3,0.1,0.25,0.193
10000,100,1,1,0.39,0.3694,0.3891,2.1317254174397,3,0.1,0.25,0.1915
10000,100,1,1,0.4,0.3582,0.3776,2.11111111111111,3,0.1,0.25,0.19
10000,100,1,1,0.41,0.3424,0.3622,2.090573012939,3,0.1,0.25,0.1885
10000,100,1,1,0.42,0.3344,0.3527,2.07011070110701,3,0.1,0.25,0.187
10000,100,1,1,0.43,0.3225,0.3441,2.04972375690608,3,0.1,0.25,0.1855
10000,100,1,1,0.44,0.3107,0.3295,2.02941176470588,3,0.1,0.25,0.184
10000,100,1,1,0.45,0.315,0.3368,2.00917431192661,3,0.1,0.25,0.1825
10000,100,1,1,0.46,0.2955,0.3145,1.98901098901099,3,0.1,0.25,0.181
10000,100,1,1,0.47,0.2799,0.296,1.96892138939671,3,0.1,0.25,0.1795
10000,100,1,1,0.48,0.2791,0.2967,1.94890510948905,3,0.1,0.25,0.178
10000,100,1,1,0.49,0.2651,0.2815,1.92896174863388,3,0.1,0.25,0.1765
10000,100,1,1,0.5,0.2563,0.2736,1.90909090909091,3,0.1,0.25,0.175
10000,100,1,1,0.51,0.2495,0.268,1.88929219600726,3,0.1,0.25,0.1735
10000,100,1,1,0.52,0.2392,0.2564,1.8695652173913,3,0.1,0.25,0.172
10000,100,1,1,0.53,0.2308,0.2461,1.8499095840868,3,0.1,0.25,0.1705
10000,100,1,1,0.54,0.2222,0.239,1.83032490974729,3,0.1,0.25,0.169
10000,100,1,1,0.55,0.2168,0.2356,1.81081081081081,3,0.1,0.25,0.1675
10000,100,1,1,0.56,0.2135,0.2269,1.79136690647482,3,0.1,0.25,0.166
10000,100,1,1,0.57,0.2008,0.2171,1.77199281867145,3,0.1,0.25,0.1645
10000,100,1,1,0.58,0.1913,0.2087,1.75268817204301,3,0.1,0.25,0.163
10000,100,1,1,0.59,0.1791,0.1949,1.73345259391771,3,0.1,0.25,0.1615
10000,100,1,1,0.6,0.1699,0.1859,1.71428571428571,3,0.1,0.25,0.16
10000,100,1,1,0.61,0.1644,0.1793,1.6951871657754,3,0.1,0.25,0.1585
10000,100,1,1,0.62,0.158,0.171,1.67615658362989,3,0.1,0.25,0.157
10000,100,1,1,0.63,0.1481,0.1616,1.65719360568384,3,0.1,0.25,0.1555
10000,100,1,1,0.64,0.1484,0.16,1.63829787234043,3,0.1,0.25,0.154
