sim,n_control,n_cfs,sensitivity,specificity,misrate,p,p_min,p_max,overall_or,or_t,theta0,theta1_true,theta1,snp
10000,201,305,1,1,0.1,0.6914,0.682345071422147,0.700454928577853,0.63908106646596,0.937686939182453,0.507462686567164,0.395478246243552,0.397026312030156,IRF5
10000,201,305,1,1,0.11,0.6889,0.679824919657723,0.697975080342277,0.639494436725373,0.937686939182453,0.507462686567164,0.395478246243552,0.397181118608816,IRF5
10000,201,305,1,1,0.12,0.6947,0.685672147969799,0.703727852030201,0.639908019349978,0.937686939182453,0.507462686567164,0.395478246243552,0.397335925187477,IRF5
10000,201,305,1,1,0.13,0.681,0.671863259757065,0.690136740242935,0.640321814503466,0.937686939182453,0.507462686567164,0.395478246243552,0.397490731766137,IRF5
10000,201,305,1,1,0.14,0.6676,0.658365549616332,0.676834450383668,0.640735822349699,0.937686939182453,0.507462686567164,0.395478246243552,0.397645538344797,IRF5
10000,201,305,1,1,0.15,0.6883,0.679220129248527,0.697379870751473,0.641150043052707,0.937686939182453,0.507462686567164,0.395478246243552,0.397800344923458,IRF5
10000,201,305,1,1,0.16,0.6782,0.669042133816691,0.687357866183309,0.641564476776688,0.937686939182453,0.507462686567164,0.395478246243552,0.397955151502118,IRF5
10000,201,305,1,1,0.17,0.6807,0.671560978159582,0.689839021840418,0.641979123686011,0.937686939182453,0.507462686567164,0.395478246243552,0.398109958080779,IRF5
10000,201,305,1,1,0.18,0.6861,0.677002716096974,0.695197283903026,0.642393983945211,0.937686939182453,0.507462686567164,0.395478246243552,0.398264764659439,IRF5
10000,201,305,1,1,0.19,0.6818,0.672669365322419,0.690930634677581,0.642809057718994,0.937686939182453,0.507462686567164,0.395478246243552,0.398419571238099,IRF5
10000,201,305,1,1,0.2,0.6757,0.666523589896012,0.684876410103988,0.643224345172236,0.937686939182453,0.507462686567164,0.395478246243552,0.39857437781676,IRF5
10000,201,305,1,1,0.21,0.6697,0.660480299423013,0.678919700576987,0.643639846469984,0.937686939182453,0.507462686567164,0.395478246243552,0.39872918439542,IRF5
10000,201,305,1,1,0.22,0.6766,0.667430231214231,0.685769768785769,0.64405556177745,0.937686939182453,0.507462686567164,0.395478246243552,0.39888399097408,IRF5
10000,201,305,1,1,0.23,0.6756,0.666422854362109,0.684777145637892,0.644471491260022,0.937686939182453,0.507462686567164,0.395478246243552,0.399038797552741,IRF5
10000,201,305,1,1,0.24,0.6717,0.662494539980515,0.680905460019485,0.644887635083256,0.937686939182453,0.507462686567164,0.395478246243552,0.399193604131401,IRF5
10000,201,305,1,1,0.25,0.6587,0.649405321837428,0.667994678162572,0.645303993412878,0.937686939182453,0.507462686567164,0.395478246243552,0.399348410710061,IRF5
10000,201,305,1,1,0.26,0.6642,0.654942106890513,0.673457893109488,0.645720566414786,0.937686939182453,0.507462686567164,0.395478246243552,0.399503217288722,IRF5
10000,201,305,1,1,0.27,0.6661,0.656855140676867,0.675344859323133,0.646137354255048,0.937686939182453,0.507462686567164,0.395478246243552,0.399658023867382,IRF5
10000,201,305,1,1,0.28,0.6667,0.657459291617639,0.675940708382361,0.646554357099905,0.937686939182453,0.507462686567164,0.395478246243552,0.399812830446043,IRF5
10000,201,305,1,1,0.29,0.6639,0.654640064295903,0.673159935704097,0.646971575115769,0.937686939182453,0.507462686567164,0.395478246243552,0.399967637024703,IRF5
10000,201,305,1,1,0.3,0.6626,0.653331261371929,0.671868738628071,0.647389008469222,0.937686939182453,0.507462686567164,0.395478246243552,0.400122443603363,IRF5
10000,201,305,1,1,0.31,0.6564,0.647090352345385,0.665709647654615,0.647806657327021,0.937686939182453,0.507462686567164,0.395478246243552,0.400277250182024,IRF5
10000,201,305,1,1,0.32,0.656,0.646687773695411,0.665312226304589,0.648224521856092,0.937686939182453,0.507462686567164,0.395478246243552,0.400432056760684,IRF5
10000,201,305,1,1,0.33,0.6511,0.64175677703215,0.66044322296785,0.648642602223537,0.937686939182453,0.507462686567164,0.395478246243552,0.400586863339344,IRF5
10000,201,305,1,1,0.34,0.6537,0.644373088221133,0.663026911778867,0.649060898596627,0.937686939182453,0.507462686567164,0.395478246243552,0.400741669918005,IRF5
10000,201,305,1,1,0.35,0.6627,0.65343193573533,0.67196806426467,0.649479411142809,0.937686939182453,0.507462686567164,0.395478246243552,0.400896476496665,IRF5
10000,201,305,1,1,0.36,0.6547,0.645379443567947,0.664020556432053,0.649898140029701,0.937686939182453,0.507462686567164,0.395478246243552,0.401051283075326,IRF5
10000,201,305,1,1,0.37,0.6532,0.643869927616218,0.662530072383782,0.650317085425095,0.937686939182453,0.507462686567164,0.395478246243552,0.401206089653986,IRF5
10000,201,305,1,1,0.38,0.6554,0.646083919433384,0.664716080566616,0.650736247496957,0.937686939182453,0.507462686567164,0.395478246243552,0.401360896232646,IRF5
10000,201,305,1,1,0.39,0.6543,0.644976895963215,0.663623104036785,0.651155626413428,0.937686939182453,0.507462686567164,0.395478246243552,0.401515702811307,IRF5
10000,201,305,1,1,0.4,0.6606,0.651317871331437,0.669882128668563,0.651575222342818,0.937686939182453,0.507462686567164,0.395478246243552,0.401670509389967,IRF5
10000,201,305,1,1,0.41,0.6527,0.64336677837487,0.66203322162513,0.651995035453617,0.937686939182453,0.507462686567164,0.395478246243552,0.401825315968627,IRF5
10000,201,305,1,1,0.42,0.6536,0.644272455190511,0.662927544809489,0.652415065914488,0.937686939182453,0.507462686567164,0.395478246243552,0.401980122547288,IRF5
10000,201,305,1,1,0.43,0.6468,0.637430471561776,0.656169528438224,0.652835313894266,0.937686939182453,0.507462686567164,0.395478246243552,0.402134929125948,IRF5
10000,201,305,1,1,0.44,0.6435,0.634110846843762,0.652889153156238,0.653255779561963,0.937686939182453,0.507462686567164,0.395478246243552,0.402289735704608,IRF5
10000,201,305,1,1,0.45,0.6373,0.627875287354687,0.646724712645313,0.653676463086767,0.937686939182453,0.507462686567164,0.395478246243552,0.402444542283269,IRF5
10000,201,305,1,1,0.46,0.6377,0.62827753015708,0.647122469842921,0.654097364638039,0.937686939182453,0.507462686567164,0.395478246243552,0.402599348861929,IRF5
10000,201,305,1,1,0.47,0.636,0.626568046949954,0.645431953050046,0.654518484385318,0.937686939182453,0.507462686567164,0.395478246243552,0.40275415544059,IRF5
